election_year;county_number;county;party_id;party_name;candidate_number;candidate_name;candidate_birthyear;candidate_residence;candidate_gender;date_part
2013;0300;Oslo;DEMN;Demokratene i Norge;22;Tonje Johansen;1973;Bydel Grünerløkka;K;40
2013;0300;Oslo;DEMN;Demokratene i Norge;23;Leif Harald Tesdal;1929;Bydel Alna;M;84
2013;0300;Oslo;DEMN;Demokratene i Norge;24;Elisabeth  Rue Strencbo;1950;Tønsberg kommune;K;63
2013;0300;Oslo;DEMN;Demokratene i Norge;25;Svein Otto Nilsen;1956;Trondheim kommune;M;57
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;1;Vegard Martinsen;1955;Bydel Nordstrand;M;58
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;2;Per Arne Karlsen;1972;Oppegård kommune;M;41
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;3;Lasse Kleive Lien;1988;Bergen kommune;M;24
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;4;Martin Johansen;1984;Bydel Frogner;M;29
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;5;Petter Sandstad;1987;Bydel Bjerke;M;25
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;6;Tore Aabø;1973;Bydel Vestre Aker;M;40
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;7;Lars-Erik Bruce;1984;Bydel St. Hanshaugen;M;29
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;8;Richard Andreassen;1982;Bydel Ullern;M;31
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;9;Jarle Brunsell;1965;Bydel Sagene;M;48
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;10;Nikolai Buer;1977;Bydel Frogner;M;36
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;11;Thomas Frydendal;1987;Bydel Alna;M;26
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;12;Eirik Aleksander Kleive Voll;1991;Bydel Stovner;M;22
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;13;Ken-Gjøran Johansen;1977;Bydel Vestre Aker;M;35
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;14;Jan Karlstrøm;1969;Bydel Gamle Oslo;M;43
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;15;Magnus Nymoen Lund;1992;Hamar kommune;M;20
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;16;Niclas Ransted-Jøranli;1977;Stange kommune;M;36
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;17;Erik  Sandal;1952;Bergen kommune;M;60
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;18;Bjørnar Schjelderup Tømmerås;1992;Bydel Frogner;M;21
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;19;Børge Svanstrøm Amundsen;1971;Andøy kommune;M;42
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;20;Inge Simon Thorbjørnsen;1961;Bydel Grünerløkka;M;51
2013;0300;Oslo;DLF;Det Liberale Folkepartiet;21;Raymond Thorsen;1976;Bydel Vestre Aker;M;37
2013;0300;Oslo;FRP;Fremskrittspartiet;1;Siv Jensen;1969;Bydel Nordstrand;K;44
2013;0300;Oslo;FRP;Fremskrittspartiet;2;Christian Tybring-Gjedde;1963;Bydel Frogner;M;49
2013;0300;Oslo;FRP;Fremskrittspartiet;3;Mazyar Keshvari;1981;Bydel Frogner;M;32
2013;0300;Oslo;FRP;Fremskrittspartiet;4;Peter N. Myhre;1954;Bydel Alna;M;58
2013;0300;Oslo;FRP;Fremskrittspartiet;5;Aina  Stenersen;1983;Bydel Nordstrand;K;29
2013;0300;Oslo;FRP;Fremskrittspartiet;6;Geir Hågen Karlsen;1966;Bydel Vestre Aker;M;46
2013;0300;Oslo;FRP;Fremskrittspartiet;7;Christel  Gundelach;1961;Bydel Stovner;K;51
2013;0300;Oslo;FRP;Fremskrittspartiet;8;Jøran  Kallmyr;1978;Bydel Østensjø;M;35
2013;0300;Oslo;FRP;Fremskrittspartiet;9;Siri  Ulleberg;1989;Bydel Østensjø;K;24
2013;0300;Oslo;FRP;Fremskrittspartiet;10;Dag Myhre;1946;Bydel Vestre Aker;M;67
2013;0300;Oslo;FRP;Fremskrittspartiet;11;Brage Baklien;1978;Bydel St. Hanshaugen;M;35
2013;0300;Oslo;FRP;Fremskrittspartiet;12;Henrik Gjerding;1973;Bydel Vestre Aker;M;40
2013;0300;Oslo;FRP;Fremskrittspartiet;13;Ombir  Upadhyay;1957;Bydel Stovner;M;56
2013;0300;Oslo;FRP;Fremskrittspartiet;14;Karoline  Aspli;1992;Bydel Bjerke;K;21
2013;0300;Oslo;FRP;Fremskrittspartiet;15;Henrik Sander;1988;Bydel Vestre Aker;M;25
2013;0300;Oslo;FRP;Fremskrittspartiet;16;Marianne Nordli;1963;Bydel Sagene;K;49
2013;0300;Oslo;FRP;Fremskrittspartiet;17;Tommy Skjervold;1982;Bydel Østensjø;M;31
2013;0300;Oslo;FRP;Fremskrittspartiet;18;Beate  Holland;1953;Bydel Vestre Aker;K;60
2013;0300;Oslo;FRP;Fremskrittspartiet;19;Pål Arne Davidsen;1979;Bydel Frogner;M;34
2013;0300;Oslo;FRP;Fremskrittspartiet;20;Tore-Jan Øvsthun;1945;Bydel Alna;M;68
2013;0300;Oslo;H;Høyre;1;Ine Marie Eriksen Søreide;1976;Bydel Gamle Oslo;K;37
2013;0300;Oslo;H;Høyre;2;Nikolai Astrup;1978;Bydel Frogner;M;35
2013;0300;Oslo;H;Høyre;3;Michael  Tetzschner;1954;Bydel Vestre Aker;M;59
2013;0300;Oslo;H;Høyre;4;Kristin Vinje;1963;Bydel Nordre Aker;K;50
2013;0300;Oslo;H;Høyre;5;Mudassar Hussain Kapur;1976;Bydel Nordstrand;M;36
2013;0300;Oslo;H;Høyre;6;Stefan Magnus B. Heggelund;1984;Bydel Grünerløkka;M;28
2013;0300;Oslo;H;Høyre;7;Heidi Nordby Lunde;1973;Bydel Grünerløkka;K;40
2013;0300;Oslo;H;Høyre;8;Frode Helgerud;1950;Bydel Frogner;M;63
2013;0300;Oslo;H;Høyre;9;Afshan Rafiq;1975;Bydel Stovner;K;38
2013;0300;Oslo;H;Høyre;10;Astrid Nøklebye Heiberg;1936;Bydel Frogner;K;77
2013;0300;Oslo;H;Høyre;11;Camilla Strandskog;1984;Bydel St. Hanshaugen;K;28
2013;0300;Oslo;H;Høyre;12;John Christian Elden;1967;Bydel Ullern;M;46
2013;0300;Oslo;H;Høyre;13;Berit Solli;1972;Bydel Alna;K;40
2013;0300;Oslo;H;Høyre;14;Ola Kvisgaard;1963;Bydel Frogner;M;50
2013;0300;Oslo;H;Høyre;15;James Stove Lorentzen;1957;Bydel Vestre Aker;M;56
2013;0300;Oslo;H;Høyre;16;Gülsüm Koc;1987;Bydel Stovner;K;25
2013;0300;Oslo;H;Høyre;17;Jon Ole Whist;1976;Bydel Günerløkka;M;36
2013;0300;Oslo;H;Høyre;18;Maren Eline Malthe-Sørenssen;1971;Bydel Bjerke;K;41
2013;0300;Oslo;H;Høyre;19;Ståle Hagen;1968;Bydel Søndre Nordstrand;M;44
2013;0300;Oslo;H;Høyre;20;Kjell Omdal Erichsen;1978;Bydel Sagene;M;35
2013;0300;Oslo;H;Høyre;21;Saida R. Begum;1987;Bydel Grünerløkka;K;26
2013;0300;Oslo;H;Høyre;22;Torkel Brekke;1970;Bydel Nordre Aker;M;43
2013;0300;Oslo;H;Høyre;23;Sverre K. Seeberg;1950;Bydel Vestre Aker;M;62
2013;0300;Oslo;H;Høyre;24;Julie Margrethe Brodtkorb;1974;Bydel Ullern;K;38
2013;0300;Oslo;H;Høyre;25;Fabian Stang;1955;Bydel Frogner;M;57
2013;0300;Oslo;KRF;Kristelig Folkeparti;1;Hans Olav Syversen;1966;Bydel Søndre Nordstrand;M;46
2013;0300;Oslo;KRF;Kristelig Folkeparti;2;Ann Kathrine Skjørshammer;1944;Bydel Frogner;K;69
2013;0300;Oslo;KRF;Kristelig Folkeparti;3;Elisabeth Løland;1984;Bydel Østensjø;K;28
2013;0300;Oslo;KRF;Kristelig Folkeparti;4;Eilev Hegstad;1991;Bydel Søndre Nordstrand;M;22
2013;0300;Oslo;KRF;Kristelig Folkeparti;5;Gunhild Grande Stærk;1985;Bydel Bjerke;K;27
2013;0300;Oslo;KRF;Kristelig Folkeparti;6;Erik Lunde;1979;Bydel Sagene;M;34
2013;0300;Oslo;KRF;Kristelig Folkeparti;7;May Grimdalen;1941;Bydel Stovner;K;72
2013;0300;Oslo;KRF;Kristelig Folkeparti;8;Frode Woldsund;1964;Bydel Nordstrand;M;49
2013;0300;Oslo;KRF;Kristelig Folkeparti;9;Hanne Hodnebrug;1956;Bydel Søndre Nordstrand;K;56
2013;0300;Oslo;KRF;Kristelig Folkeparti;10;Yngve  Slettholm;1955;Bydel Østensjø;M;57
2013;0300;Oslo;KRF;Kristelig Folkeparti;11;Gaute Brækken;1979;Bydel Gamle Oslo;M;34
2013;0300;Oslo;KRF;Kristelig Folkeparti;12;Silje Helene Farner-Calvert;1978;Bydel Østensjø;K;35
2013;0300;Oslo;KRF;Kristelig Folkeparti;13;Petter Gjerull;1942;Bydel Vestre Aker;M;70
2013;0300;Oslo;KRF;Kristelig Folkeparti;14;Espen Andreas Hasle;1972;Bydel Nordstrand;M;40
2013;0300;Oslo;KRF;Kristelig Folkeparti;15;Sturla Henriksbø;1979;Bydel Gamle Oslo;M;33
2013;0300;Oslo;KRF;Kristelig Folkeparti;16;Mona Høvset;1973;Bydel Bjerke;K;39
2013;0300;Oslo;KRF;Kristelig Folkeparti;17;Gunnar Kvalvaag;1947;Bydel Nordstrand;M;66
2013;0300;Oslo;KRF;Kristelig Folkeparti;18;Nils Terje Lunde;1971;Bydel Stovner;M;42
2013;0300;Oslo;KRF;Kristelig Folkeparti;19;Magne Roland;1939;Bydel Nordre Aker;M;73
2013;0300;Oslo;KRF;Kristelig Folkeparti;20;Per Kristian Sbertoli;1978;Bydel Gamle Oslo;M;35
2013;0300;Oslo;KRF;Kristelig Folkeparti;21;Morten Dahle Stærk;1980;Bydel Bjerke;M;32
2013;0300;Oslo;KRF;Kristelig Folkeparti;22;Gyro Sølvsberg;1956;Bydel Søndre Nordstrand;K;57
2013;0300;Oslo;KRF;Kristelig Folkeparti;23;Sigmund Vefring;1985;Bydel Frogner;M;28
2013;0300;Oslo;KRF;Kristelig Folkeparti;24;Inger Helene Venås;1963;Bydel Frogner;K;50
2013;0300;Oslo;KRF;Kristelig Folkeparti;25;Aud  Kvalbein;1948;Bydel Nordstrand;K;65
2013;0300;Oslo;KSP;Kristent Samlingsparti;1;Finn Henrik Friis Larsen;1951;Lørenskog kommune;M;62
2013;0300;Oslo;KSP;Kristent Samlingsparti;2;Liv Reidunn Finnseth;1954;Bydel Nordre Aker;K;58
2013;0300;Oslo;KSP;Kristent Samlingsparti;3;Nils Heggemsnes;1930;Bydel Frogner;M;83
2013;0300;Oslo;KSP;Kristent Samlingsparti;4;Bernt Mellemstrand;1969;Hå kommune;M;43
2013;0300;Oslo;KSP;Kristent Samlingsparti;5;Mikkel Dammann;1981;Bydel Nordre Aker;M;32
2013;0300;Oslo;KSP;Kristent Samlingsparti;6;Liv Eva Kristiansen;1933;Bydel Grünerløkka;K;80
2013;0300;Oslo;KSP;Kristent Samlingsparti;7;Svein Tormod Bekkhus;1978;Sørum kommune;M;35
2013;0300;Oslo;KSP;Kristent Samlingsparti;8;Laila Skjemstad;1946;Bydel Grünerløkka;K;67
2013;0300;Oslo;KSP;Kristent Samlingsparti;9;Bjørn Sæther;1955;Trondheim kommune;M;57
2013;0300;Oslo;KSP;Kristent Samlingsparti;10;Elisabeth Arnet Sandvik;1938;Trondheim kommune;K;75
2013;0300;Oslo;KSP;Kristent Samlingsparti;11;Mette Follestad;1968;Asker kommune;K;44
2013;0300;Oslo;KSP;Kristent Samlingsparti;12;Thor Petter Braarvig;1955;Røyken kommune;M;58
2013;0300;Oslo;KSP;Kristent Samlingsparti;13;Oddmund Hyldmo;1945;Stjørdal kommune;M;68
2013;0300;Oslo;KSP;Kristent Samlingsparti;14;Frank Normann Jenssen;1950;Siljan kommune;M;62
2013;0300;Oslo;KSP;Kristent Samlingsparti;15;Unni Bergfald;1943;Trondheim kommune;K;69
2013;0300;Oslo;KSP;Kristent Samlingsparti;16;Morten Selven;1943;Trondheim kommune;M;69
2013;0300;Oslo;KSP;Kristent Samlingsparti;17;Hanne Grethe Hansen;1966;Trondheim kommune;K;47
2013;0300;Oslo;KSP;Kristent Samlingsparti;18;Ragnhild Sødahl;1937;Trondheim kommune;K;76
2013;0300;Oslo;KSP;Kristent Samlingsparti;19;Kåre Willy Olsen;1926;Bydel Nordre Aker;M;86
2013;0300;Oslo;KYST;Kystpartiet;1;Torhild Helliesen;1942;Bydel Vestre Aker;K;71
2013;0300;Oslo;KYST;Kystpartiet;2;Huaytacha  Nygaard;1976;Bydel Gamle Oslo;K;37
2013;0300;Oslo;KYST;Kystpartiet;3;Judith Følstad;1949;Bydel Ullern;K;63
2013;0300;Oslo;KYST;Kystpartiet;4;Tom Kandal;1963;Bydel Grorud;M;49
2013;0300;Oslo;KYST;Kystpartiet;5;Bjørn Christian Borch;1945;Bydel Ullern;M;67
2013;0300;Oslo;KYST;Kystpartiet;6;Per Arne Flæsen;1975;Bydel Nordre Aker;M;38
2013;0300;Oslo;KYST;Kystpartiet;7;Yan  Friis;1952;Bydel Vestre Aker;M;60
2013;0300;Oslo;KYST;Kystpartiet;8;Andrè Gausen;1971;Bydel Sagene;M;41
2013;0300;Oslo;KYST;Kystpartiet;9;Erik Gjertsen;1946;Bydel Vestre Aker;M;67
2013;0300;Oslo;KYST;Kystpartiet;10;Roy Gulbrandsen;1963;Bydel Nordstrand;M;50
2013;0300;Oslo;KYST;Kystpartiet;11;Harald Kristoffersen;1951;Bydel Nordstrand;M;61
2013;0300;Oslo;KYST;Kystpartiet;12;Kristin  Brataas;1964;Bydel Nordre Aker;K;48
2013;0300;Oslo;KYST;Kystpartiet;13;Yvonne Kristoffersen;1957;Bydel Gamle Oslo;K;56
2013;0300;Oslo;KYST;Kystpartiet;14;Inger Lise Lysberg;1947;Bydel Sagene;K;65
2013;0300;Oslo;KYST;Kystpartiet;15;Axel Stang Laache;1983;Bydel Alna;M;30
2013;0300;Oslo;KYST;Kystpartiet;16;Carl Philip Rasmussen;1977;Bydel Nordstrand;M;36
2013;0300;Oslo;KYST;Kystpartiet;17;Kjell  Rendum;1948;Bydel Grorud;M;64
2013;0300;Oslo;KYST;Kystpartiet;18;Jarle Rosseland;1952;Bydel Frogner;M;61
2013;0300;Oslo;KYST;Kystpartiet;19;Karl Jørgen Slette;1947;Bydel Stovner;M;66
2013;0300;Oslo;KYST;Kystpartiet;20;Harald Olav Torhaug;1942;Bydel Vestre Aker;M;71
2013;0300;Oslo;KYST;Kystpartiet;21;Henry  Tschudi;1926;Bydel Vestre Aker;M;87
2013;0300;Oslo;KYST;Kystpartiet;22;Lillian Woxen;1947;Bydel Ullern;K;66
2013;0300;Oslo;KYST;Kystpartiet;23;Jan Olav Aamlid;1954;Bydel Frogner;M;58
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;1;Rasmus  Johan Michael Hansson;1954;Bærum kommune;M;58
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;2;Une  Aina Bastholm;1986;Bydel Gamle Oslo;K;27
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;3;Knut F. Qvigstad;1988;Bydel Grünerløkka;M;25
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;4;Camilla Williams;1973;Bydel Nordstrand;K;39
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;5;Hallvard Kjos Surlien;1989;Bydel Grünerløkka;M;24
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;6;Helene Gallis;1977;Bydel Gamle Oslo;K;36
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;7;Geir Thomas Hylland Eriksen;1962;Bydel Norde Aker;M;51
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;8;Andrew Petter Kroglund;1959;Bydel Frogner;M;54
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;9;Maiken McCormick;1976;Bydel Gamle Oslo;K;37
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;10;Lars Gaupset;1984;Bydel Sagene;M;29
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;11;Shoaib M. Sultan;1973;Bydel Søndre Nordstrand;M;39
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;12;Sara  M. Blichner;1989;Bydel Sagene;K;23
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;13;Dag Olav Hessen;1956;Bydel Vestre Aker;M;57
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;14;Siri Mittet;1973;Bydel Sagene;K;40
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;15;Anders Skyrud Danielsen;1989;Bydel Gamle Oslo;M;24
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;16;Lars Erik Mangset;1981;Bydel St. Hanshaugen;M;32
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;17;Elsa-Britt Enger;1942;Bydel Gamle Oslo;K;71
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;18;Sindre Buchanan;1982;Bydel St. Hanshaugen;M;30
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;19;Margrethe Valler;1977;Bydel Gamle Oslo;K;36
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;20;Jarle Fagerheim;1989;Bydel Alna;M;23
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;21;Ida Elisabeth Hald;1958;Bydel Vestre Aker;K;54
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;22;Svein Roald Hetland;1982;Bydel Gamle Oslo;M;30
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;23;Gørild Beatrice Cordtsen Bendixen;1945;Bydel Frogner;K;68
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;24;Liv Derås Bjørnstad;1984;Bydel Nordre Aker;K;29
2013;0300;Oslo;MDG;Miljøpartiet De Grønne;25;Mikkel Storm Glomstein;1980;Bydel St. Hanshaugen;M;33
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;1;Fredrik Røe Brevig;1991;Bydel Frogner;M;21
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;2;Camilla Henrikke Esp;1982;Bydel Bjerke;K;31
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;3;Mayo Bustos;1956;Bydel Ullern;M;57
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;4;Anne-Catherin Gonzales;1990;Bydel Nordstrand;K;23
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;5;Adrian Larsen Steinbø;1991;Bydel Østensjø;M;22
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;6;Sara Josefine Johansen;1993;Bydel Ullern;K;20
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;7;Mathias Frednes;1992;Bydel Sagene;M;21
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;8;Dag Hagen;1955;Bydel Gamle Oslo;M;58
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;9;Steinar Åge Brenden;1948;Bydel St. Hanshaugen;M;64
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;10;Svend Haakon Jacobsen;1945;Enebakk kommune;M;68
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;11;Ellen Johansen Ormberg;1989;Bydel Sagene;K;24
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;12;Knut Arne Wold;1964;Oppegård kommune;M;49
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;13;Martin Lange;1995;Asker kommune;M;17
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;14;Odd Arne Dolmen;1968;Ås kommune;M;44
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;15;Gunnar Bergli;1966;Asker kommune;M;46
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;16;Martin Gunnar Nag;1927;Bydel Frogner;M;86
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;17;Hans Petter Hansen;1936;Bydel Sagene;M;77
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;18;Arne Jørgensen;1922;Bydel Stovner;M;91
2013;0300;Oslo;NKP;Norges Kommunistiske Parti;19;Jørgen Hovde;1986;Øvre Eiker kommune;M;26
2013;0300;Oslo;PP;Pensjonistpartiet;1;Einar Olaf Lonstad;1945;Bydel Alna;M;68
2013;0300;Oslo;PP;Pensjonistpartiet;2;Jorunn Marie Grønnevik;1948;Bydel Alna;K;65
2013;0300;Oslo;PP;Pensjonistpartiet;3;Kjell Andreas Grønnevik;1930;Bydel Alna;M;82
2013;0300;Oslo;PP;Pensjonistpartiet;4;Terje Mikalsen;1959;Bydel St. Hanshaugen;M;54
2013;0300;Oslo;PP;Pensjonistpartiet;5;Erling Melenius;1935;Bydel Sagene;M;78
2013;0300;Oslo;PP;Pensjonistpartiet;6;Jan Fredrik Sundene;1949;Bydel Alna;M;64
2013;0300;Oslo;PP;Pensjonistpartiet;7;Torill Anita Gran Larsen;1952;Bydel Alna;K;61
2013;0300;Oslo;PP;Pensjonistpartiet;8;Jan Erik Øvergaard;1940;Bydel Vestre Aker;M;73
2013;0300;Oslo;PP;Pensjonistpartiet;9;Berit Kraft;1944;Bydel Alna;K;69
2013;0300;Oslo;PP;Pensjonistpartiet;10;Anders Wiggo Borglund;1949;Bydel Sagene;M;63
2013;0300;Oslo;PP;Pensjonistpartiet;11;Edel Margrete Placht;1943;Bydel Sagene;K;70
2013;0300;Oslo;PP;Pensjonistpartiet;12;Henry Åsmund Ullern;1938;Bydel Stovner;M;75
2013;0300;Oslo;PP;Pensjonistpartiet;13;Sverre Kirkeby;1936;Bydel Stovner;M;77
2013;0300;Oslo;PP;Pensjonistpartiet;14;Astrid Beate Sveen;1946;Bydel Bjerke;K;67
2013;0300;Oslo;PP;Pensjonistpartiet;15;Kjell  Danielsen;1933;Bydel Østensjø;M;80
2013;0300;Oslo;PP;Pensjonistpartiet;16;Brit Parma;1938;Bydel Alna;K;75
2013;0300;Oslo;PP;Pensjonistpartiet;17;Per Otto Simon Hartmann;1928;Bydel Ullern;M;85
2013;0300;Oslo;PP;Pensjonistpartiet;18;Miriam Nygren;1928;Bydel Ullern;K;85
2013;0300;Oslo;PP;Pensjonistpartiet;19;Eivind Frode Labråten;1948;Bydel Søndre Nordstrand;M;64
2013;0300;Oslo;PP;Pensjonistpartiet;20;Bjørg Røstad;1945;Bydel Sagene;K;68
2013;0300;Oslo;PP;Pensjonistpartiet;21;Berit Laukholm;1937;Bydel Grorud;K;75
2013;0300;Oslo;PP;Pensjonistpartiet;22;Arnfinn Olav Solli;1934;Bydel Alna;M;79
2013;0300;Oslo;PP;Pensjonistpartiet;23;Ingeborg Greiner;1928;Bydel Alna;K;84
2013;0300;Oslo;PP;Pensjonistpartiet;24;Laila Synnøve  Jenssen Sundt;1932;Bydel Grorud;K;80
2013;0300;Oslo;PIR;Piratpartiet;1;Øystein Jakobsen;1976;Bydel St. Hanshaugen;M;37
2013;0300;Oslo;PIR;Piratpartiet;2;Håkon Wium Lie;1965;Bydel Frogner;M;48
2013;0300;Oslo;PIR;Piratpartiet;3;Øystein Middelthun;1977;Bydel Gamle Oslo;M;36
2013;0300;Oslo;PIR;Piratpartiet;4;Manuel Antonio Pettersen Lains;1980;Bydel Østensjø;M;33
2013;0300;Oslo;PIR;Piratpartiet;5;Jan Totto Jahnsen;1965;Bydel Grünerløkka;M;48
2013;0300;Oslo;PIR;Piratpartiet;6;Hans Jørgen Lysglimt;1971;Bydel Nordstrand;M;41
2013;0300;Oslo;PIR;Piratpartiet;7;Ali Reza Nouri;1981;Bydel St. Hanshaugen;M;31
2013;0300;Oslo;PIR;Piratpartiet;8;Thomas Gramstad;1961;Bydel Frogner;M;52
2013;0300;Oslo;PIR;Piratpartiet;9;Thomas Kenworthy;1964;Oppegård kommune;M;49
2013;0300;Oslo;PIR;Piratpartiet;10;Lars Ihler;1987;Bydel Grünerløkka;M;26
2013;0300;Oslo;PIR;Piratpartiet;11;Kenneth  Rockers;1977;Bydel Grünerløkka;M;36
2013;0300;Oslo;PIR;Piratpartiet;12;Are Riksaasen;1973;Bydel Grorud;M;40
2013;0300;Oslo;PIR;Piratpartiet;13;Martin Bruset Solberg;1985;Bydel Nordre Aker;M;28
2013;0300;Oslo;PIR;Piratpartiet;14;Grete Sofie Fallan Glasø-Olsen;1953;Bydel Søndre Nordstrand;K;59
2013;0300;Oslo;PIR;Piratpartiet;15;Frederik M. Vestre;1988;Bydel Grünerløkka;M;24
2013;0300;Oslo;PIR;Piratpartiet;16;Jo Flottorp Ness;1987;Bydel Grünerløkka;M;26
2013;0300;Oslo;PIR;Piratpartiet;17;Espen Thoen;1987;Bydel Gamle Oslo;M;26
2013;0300;Oslo;PIR;Piratpartiet;18;Christian Pettersen Lains;1987;Bydel Grünerløkka;M;26
2013;0300;Oslo;PIR;Piratpartiet;19;John Pearson;1974;Bydel Alna;M;38
2013;0300;Oslo;PIR;Piratpartiet;20;Jan Kåre Mikkelsen;1986;Bydel Vestre Aker;M;27
2013;0300;Oslo;PIR;Piratpartiet;21;Patrick Giørtz;1987;Bydel St. Hanshaugen;M;26
2013;0300;Oslo;PIR;Piratpartiet;22;Niklas Didrik Hellum;1986;Bydel St. Hanshaugen;M;26
2013;0300;Oslo;PIR;Piratpartiet;23;Tale Mathilde Haukbjørk Christiansen Østrådal;1989;Kristiansand kommune;K;23
2013;0300;Oslo;PIR;Piratpartiet;24;Tobias Brox;1975;Bydel Grorud;M;37
2013;0300;Oslo;PIR;Piratpartiet;25;Vegard Solheim;1991;Naustdal kommune;M;22
2013;0300;Oslo;RØDT;Rødt;1;Bjørnar Moxnes;1981;Bydel St. Hanshaugen;M;31
2013;0300;Oslo;RØDT;Rødt;2;Seher Aydar;1989;Bydel Bjerke;K;23
2013;0300;Oslo;RØDT;Rødt;3;Boye Ullmann;1954;Bydel St. Hanshaugen;M;59
2013;0300;Oslo;RØDT;Rødt;4;Mariette Lobo;1963;Bydel Bjerke;K;49
2013;0300;Oslo;RØDT;Rødt;5;Elin Volder Rutle;1981;Bydel Søndre Nordstrand;K;31
2013;0300;Oslo;RØDT;Rødt;6;Marielle Leraand;1974;Bydel Nordre Aker;K;38
2013;0300;Oslo;RØDT;Rødt;7;Lars Morten Johnsen;1954;Bydel Sagene;M;58
2013;0300;Oslo;RØDT;Rødt;8;Victoria Rweikiza;1953;Bydel Grorud;K;59
2013;0300;Oslo;RØDT;Rødt;9;Jorunn Folkvord;1973;Bydel Gamle Oslo;K;40
2013;0300;Oslo;RØDT;Rødt;10;Reza Rezaee;1960;Bydel Sagene;M;52
2013;0300;Oslo;RØDT;Rødt;11;Rune Aasen;1953;Oppegård kommune;M;59
2013;0300;Oslo;RØDT;Rødt;12;Maren Rismyhr;1947;Bydel Grorud;K;66
2013;0300;Oslo;RØDT;Rødt;13;Sissel Hallem;1965;Bydel Grünerløkka;K;48
2013;0300;Oslo;RØDT;Rødt;14;Sajjad Thathaal;1974;Bydel Stovner;M;38
2013;0300;Oslo;RØDT;Rødt;15;David Roar Coron-Andersen;1980;Bydel Sagene;M;32
2013;0300;Oslo;RØDT;Rødt;16;Lill Fanny Sæther;1950;Bydel Alna;K;62
2013;0300;Oslo;RØDT;Rødt;17;Torild Sivertsen;1954;Bydel Alna;K;58
2013;0300;Oslo;RØDT;Rødt;18;Marie Sneve Martinussen;1985;Bydel Gamle Oslo;K;27
2013;0300;Oslo;RØDT;Rødt;19;Ann Karin Osode;1961;Ski kommune;K;52
