KOMMNR;KOMMUNE;PARTIKODE;PARTINAVN;PLASSNR;NAVN;FØDT;KJØNN;STEMMETILLEGG;STILTE 2007
0616;Nes;H;Høyre;18;Ivar Ole Thoen;1951;M;N;J
0616;Nes;H;Høyre;19;Rune Owrenn Ihle;1952;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;1;Reidun Brusletten;1936;K;J;J
0616;Nes;KRF;Kristelig Folkeparti;2;Reidar Løkken;1966;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;3;Borghild Marie Skailand;1942;K;N;J
0616;Nes;KRF;Kristelig Folkeparti;4;David Løkken;1990;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;5;Lars Aasen;1936;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;6;Britt M. Haraldset Hafsås;1979;K;N;J
0616;Nes;KRF;Kristelig Folkeparti;7;Rolf Strand;1966;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;8;Hilde Kr. H. Løkken;1969;K;N;J
0616;Nes;KRF;Kristelig Folkeparti;9;Berit Karin Løkken Nilsen;1950;K;N;J
0616;Nes;KRF;Kristelig Folkeparti;10;Kai Glenn Borgersen;1961;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;11;Ole Arnfinn Haraldset;1967;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;12;Olav Wexel Sveinsson;1941;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;13;Odrun Brusletten;1965;K;N;J
0616;Nes;KRF;Kristelig Folkeparti;14;Tore Løkken;1964;M;N;J
0616;Nes;KRF;Kristelig Folkeparti;15;Thor Olav Skjelseth;1943;M;N;J
0616;Nes;NEBL;Nes bygdeliste;1;Geir Olav Brøto;1975;M;N;J
0616;Nes;NEBL;Nes bygdeliste;2;Bent Engebret Øye;1961;M;N;J
0616;Nes;NEBL;Nes bygdeliste;3;Ragnhid Ø J Stanislaus;1981;K;N;J
0616;Nes;NEBL;Nes bygdeliste;4;Berit Laugerud;1976;K;N;J
0616;Nes;NEBL;Nes bygdeliste;5;Alf Andres Majormoen;1944;M;N;J
0616;Nes;NEBL;Nes bygdeliste;6;Tommy Haugen;1970;M;N;J
0616;Nes;NEBL;Nes bygdeliste;7;Anne Synnøve Andersen;1970;K;N;J
0616;Nes;NEBL;Nes bygdeliste;8;Knut Halvor Jorde;1983;M;N;J
0616;Nes;NEBL;Nes bygdeliste;9;Marius Bjørnsen Garnås;1983;M;N;J
0616;Nes;NEBL;Nes bygdeliste;10;Jan Erik Løken;1960;M;N;J
0616;Nes;NEBL;Nes bygdeliste;11;Karin Waagaard Kvarteig;1963;K;N;J
0616;Nes;NEBL;Nes bygdeliste;12;Noureddine Anibat;1966;M;N;J
0616;Nes;NEBL;Nes bygdeliste;13;Oddvar Holm;1956;M;N;J
0616;Nes;NEBL;Nes bygdeliste;14;Mette Helene Bjørnsen;1957;K;N;J
0616;Nes;NEBL;Nes bygdeliste;15;Steinar Rodegård;1953;M;N;J
0616;Nes;NEBL;Nes bygdeliste;16;Donna Rae Bakkerud;1953;K;N;J
0616;Nes;NEBL;Nes bygdeliste;17;Kåre Alf Bentehaugen;1947;M;N;J
0616;Nes;NEBL;Nes bygdeliste;18;Bente Bye Garnås;1957;K;N;J
0616;Nes;NEBL;Nes bygdeliste;19;Knut Gudbrandsrud;1955;M;N;J
0616;Nes;SP;Senterpartiet;1;Gerd Eli Berge;1954;K;J;J
0616;Nes;SP;Senterpartiet;2;Torbjørn Aalton;1960;M;N;J
0616;Nes;SP;Senterpartiet;3;Hildegunn F. Mikkelsplass;1969;K;N;J
0616;Nes;SP;Senterpartiet;4;Helge Rustand;1970;M;N;J
0616;Nes;SP;Senterpartiet;5;Gerd Kristin Jorde;1961;K;N;J
0616;Nes;SP;Senterpartiet;6;Gerrit Nicolai Geelmuyden;1944;M;N;J
0616;Nes;SP;Senterpartiet;7;Oskar Renslo;1972;M;N;J
0616;Nes;SP;Senterpartiet;8;Eirin Woll Vik;1992;K;N;J
0616;Nes;SP;Senterpartiet;9;Knut Aalton;1969;M;N;J
0616;Nes;SP;Senterpartiet;10;Tove Solheim;1969;K;N;J
0616;Nes;SP;Senterpartiet;11;Ole Asbjørn Rasch;1946;M;N;J
0616;Nes;SP;Senterpartiet;12;Gunn Sissel Storedal;1962;K;N;J
0616;Nes;SP;Senterpartiet;13;Sverre Harald Espeseth;1943;M;N;J
0616;Nes;SP;Senterpartiet;14;Knut Sverre Sandbekk;1950;M;N;J
0616;Nes;SP;Senterpartiet;15;Reidun Jordheim Garnås;1965;K;N;J
0616;Nes;SP;Senterpartiet;16;Rune Vik;1968;M;N;J
0616;Nes;SP;Senterpartiet;17;Karen Sofie Bentehaugen;1951;K;N;J
0616;Nes;SP;Senterpartiet;18;Gunnar Olav Woll;1946;M;N;J
0617;Gol;A;Det norske Arbeiderparti;1;Olaug Grønseth Granli;1958;K;J;J
0617;Gol;A;Det norske Arbeiderparti;2;Jon Anders Hefte;1967;M;J;J
0617;Gol;A;Det norske Arbeiderparti;3;Hanne Brunborg;1962;K;N;J
0617;Gol;A;Det norske Arbeiderparti;4;Svein Eide;1965;M;N;J
0617;Gol;A;Det norske Arbeiderparti;5;Britt Vikane;1965;K;N;J
0617;Gol;A;Det norske Arbeiderparti;6;Reidar Moen;1960;M;N;J
0617;Gol;A;Det norske Arbeiderparti;7;Herbjørg Dalene Bjerke;1960;K;N;J
0617;Gol;A;Det norske Arbeiderparti;8;Bjørn Larsen;1958;M;N;J
0617;Gol;A;Det norske Arbeiderparti;9;Heidi Granli;1985;K;N;J
0617;Gol;A;Det norske Arbeiderparti;10;Terje Seierslund;1988;M;N;J
0617;Gol;A;Det norske Arbeiderparti;11;Camilla Larsen;1980;K;N;J
0617;Gol;A;Det norske Arbeiderparti;12;Arne Petter Fredriksen;1959;M;N;J
0617;Gol;A;Det norske Arbeiderparti;13;Inger Lise Eng;1970;K;N;J
0617;Gol;A;Det norske Arbeiderparti;14;Jan Erik Svingen;1957;M;N;J
0617;Gol;A;Det norske Arbeiderparti;15;Tone Karlsen;1960;K;N;J
0617;Gol;A;Det norske Arbeiderparti;16;Gudmund Brekko;1961;M;N;J
0617;Gol;A;Det norske Arbeiderparti;17;Sumathy Asokumar;1961;K;N;J
0617;Gol;A;Det norske Arbeiderparti;18;Leif Norhaug;1955;M;N;J
0617;Gol;FRP;Fremskrittspartiet;1;Rune Cederløf;1961;M;J;J
0617;Gol;FRP;Fremskrittspartiet;2;Linda Garnås Saue;1980;K;J;J
0617;Gol;FRP;Fremskrittspartiet;3;Bård Flataaker Hagen;1970;M;J;J
0617;Gol;FRP;Fremskrittspartiet;4;Tor Helge Bergh;1959;M;J;J
0617;Gol;FRP;Fremskrittspartiet;5;Rolf Dencker;1957;M;N;J
0617;Gol;FRP;Fremskrittspartiet;6;Jan Sauthon;1973;M;N;J
0617;Gol;FRP;Fremskrittspartiet;7;Jan Nordahl;1939;M;N;J
0617;Gol;FRP;Fremskrittspartiet;8;Geir Arne Johansen;1967;M;N;J
0617;Gol;FRP;Fremskrittspartiet;9;Kjell Bjørnstad;1950;M;N;J
0617;Gol;FRP;Fremskrittspartiet;10;Geir Eikrehagen;1974;M;N;J
0617;Gol;FRP;Fremskrittspartiet;11;Tone Eikrehagen;1976;K;N;J
0617;Gol;FRP;Fremskrittspartiet;12;Geir Tore Slåtto;1967;M;N;J
0617;Gol;FRP;Fremskrittspartiet;13;Gudrun Grue Tveito;1973;K;N;J
0617;Gol;FRP;Fremskrittspartiet;14;Anne Berit Haugstad;1969;K;N;J
0617;Gol;FRP;Fremskrittspartiet;15;Gerd Vangen Møllerplass;1945;K;N;J
0617;Gol;FRP;Fremskrittspartiet;16;Geir Joar Olsen;1960;M;N;J
0617;Gol;FRP;Fremskrittspartiet;17;Geir Morten Jacobsen;1975;M;N;J
0617;Gol;FRP;Fremskrittspartiet;18;Tone Elise Pålrud;1949;K;N;J
0617;Gol;FRP;Fremskrittspartiet;19;Mona Saue Johansen;1964;K;N;J
0617;Gol;FRP;Fremskrittspartiet;20;Øistein Nordahl;1961;M;N;J
0617;Gol;H;Høyre;1;Steinar Medhus;1953;M;J;J
0617;Gol;H;Høyre;2;Tom Rune S. Blakkestad;1980;M;J;J
0617;Gol;H;Høyre;3;Roger Toppen;1972;M;N;J
0617;Gol;H;Høyre;4;Ola Halvard Jorde;1959;M;N;J
0617;Gol;H;Høyre;5;Gro Randi Hjelmen;1969;K;N;J
0617;Gol;H;Høyre;6;Ib Andersen;1958;M;N;J
0617;Gol;H;Høyre;7;Marius Trandheim Kristiansen;1981;M;N;J
0617;Gol;H;Høyre;8;Helge Svarstad;1967;M;N;J
0617;Gol;H;Høyre;9;Arne Nibstad;1959;M;N;J
0617;Gol;H;Høyre;10;Vidar Johannes Nerheim;1970;M;N;J
0617;Gol;H;Høyre;11;Tore Ness;1966;M;N;J
0617;Gol;H;Høyre;12;Turid Synnøve Navrud;1939;K;N;J
0617;Gol;H;Høyre;13;Bjørn Gabrielsen;1937;M;N;J
0617;Gol;H;Høyre;14;Kjell Erik Magnussen;1966;M;N;J
0617;Gol;H;Høyre;15;Gjermund Stigen;1979;M;N;J
0617;Gol;H;Høyre;16;Kari Helen Jegleim;1976;K;N;J
0617;Gol;H;Høyre;17;Knut V Frimann Koren;1947;M;N;J
0617;Gol;H;Høyre;18;Yngve Herbjørn Tveito;1969;M;N;J
0617;Gol;H;Høyre;19;Anita Cecilie Eggen;1967;K;N;J
0617;Gol;H;Høyre;20;Helge Carlstrand;1955;M;N;J
0617;Gol;H;Høyre;21;Gulli Gjengedal;1964;K;N;J
0617;Gol;H;Høyre;22;Eva Kristin Navrud;1967;K;N;J
0617;Gol;H;Høyre;23;Lars Erling Hesla;1946;M;N;J
0617;Gol;H;Høyre;24;Mai Britt Grøv;1948;K;N;J
0617;Gol;H;Høyre;25;Aud Ingunn Narum;1949;K;N;J
0617;Gol;KRF;Kristelig Folkeparti;1;Ludvig Munkejord;1961;M;J;J
0617;Gol;KRF;Kristelig Folkeparti;2;Anne Gerd Jorde;1956;K;N;J
0617;Gol;KRF;Kristelig Folkeparti;3;Bjørn-Åke Økland;1966;M;N;J
0617;Gol;KRF;Kristelig Folkeparti;4;Bjørg Karen Bjørgo Lie;1949;K;N;J
0617;Gol;KRF;Kristelig Folkeparti;5;Steinar Orset;1964;M;N;J
0617;Gol;KRF;Kristelig Folkeparti;6;Marianne Juven Munkejord;1965;K;N;J
0617;Gol;KRF;Kristelig Folkeparti;7;Knut Bergun;1941;M;N;J
0617;Gol;KRF;Kristelig Folkeparti;8;Bjørg H Kjørkleiv Hoftun;1954;K;N;J
0617;Gol;KRF;Kristelig Folkeparti;9;Olav Løken;1939;M;N;J
0617;Gol;SP;Senterpartiet;1;Tore Dag Skjerdal;1952;M;J;J
0617;Gol;SP;Senterpartiet;2;Herbrand Jegleim;1961;M;N;J
0617;Gol;SP;Senterpartiet;3;Kristin Bakke Haugen;1964;K;N;J
0617;Gol;SP;Senterpartiet;4;Erling Thorset;1985;M;N;J
0617;Gol;SP;Senterpartiet;5;Bjørn Opheim;1975;M;N;J
0617;Gol;SP;Senterpartiet;6;Ingebjørg Rivedal;1962;K;N;J
0617;Gol;SP;Senterpartiet;7;Ole Kai Sørbøl;1973;M;N;J
0617;Gol;SP;Senterpartiet;8;Ådne Karlsen Persmoen;1993;M;N;J
0617;Gol;SP;Senterpartiet;9;Kari Anita Brenna;1968;K;N;J
0617;Gol;SP;Senterpartiet;10;Ola Kjell Hodnungseth;1945;M;N;J
0617;Gol;SP;Senterpartiet;11;Ola Egil Leikvold;1953;M;N;J
0617;Gol;SP;Senterpartiet;12;Toril Sevre;1952;K;N;J
0617;Gol;SP;Senterpartiet;13;Arne Braathen;1948;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;1;Dag Wollebæk;1945;M;J;J
0617;Gol;SV;Sosialistisk Venstreparti;2;Tonje Benedikte Kopstad;1971;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;3;Embrik Kaslegard;1964;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;4;Oda Elisabeth Flåm;1987;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;5;Birger Bjørnebekk;1948;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;6;Vigdis Ljungberg Rydland;1953;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;7;Frode Eriksen;1981;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;8;Kari Beate Lilleaas;1959;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;9;Helge Sundstøl;1950;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;10;Grethe Larsgard Rudningen;1948;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;11;Trond Bergersen;1956;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;12;Marianne Brekke Everett;1970;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;13;Stian Sannes;1972;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;14;Gerd Merete Knutsmoen;1986;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;15;Bjørn Steinar Sten;1947;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;16;Trude Andersen Børtnes;1970;K;N;J
0617;Gol;SV;Sosialistisk Venstreparti;17;Runar Foss Larsen;1955;M;N;J
0617;Gol;SV;Sosialistisk Venstreparti;18;Elisabeth Jacobsen Vännback;1955;K;N;J
0617;Gol;V;Venstre;1;Hallvor Lilleslett;1960;M;J;J
0617;Gol;V;Venstre;2;Helge Anders Feet;1955;M;J;J
0617;Gol;V;Venstre;3;John Henning Johannessen;1955;M;N;J
0617;Gol;V;Venstre;4;Line Marie Nilsen;1976;K;N;J
0617;Gol;V;Venstre;5;Sander Bøhn Lilleslett;1992;M;N;J
0617;Gol;V;Venstre;6;Sigurdis Ingimundardottir;1953;K;N;J
0617;Gol;V;Venstre;7;Erlend Grubben;1981;M;N;J
0617;Gol;V;Venstre;8;Vlasta Sundmoen;1967;K;N;J
0617;Gol;V;Venstre;9;Ole Martin Feet;1990;M;N;J
0617;Gol;V;Venstre;10;Per Dagfinn Drabløs;1950;M;N;J
0617;Gol;V;Venstre;11;Ingrid Marie Hammerstad;1951;K;N;J
0617;Gol;V;Venstre;12;Gudrun Bøthun;1935;K;N;J
0617;Gol;V;Venstre;13;Åke Lyder Rosén;1942;M;N;J
0617;Gol;V;Venstre;14;Anna Lilleslett;1927;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;1;Helene Sagabråten;1965;K;J;J
0618;Hemsedal;A;Det norske Arbeiderparti;2;Olav Syversbråten;1969;M;J;J
0618;Hemsedal;A;Det norske Arbeiderparti;3;Anna Erika Myrsell;1963;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;4;Geir Carlstrøm;1975;M;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;5;Emma Birgitta Jansson;1975;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;6;Claes Gustav R Olsson;1979;M;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;7;Mari Nymoen Eikre;1992;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;8;Jon Grøthe;1946;M;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;9;Jette Lassen Ellseth;1963;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;10;Svenn Olav Østlie;1973;M;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;11;Vita Kristin Nymoen;1968;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;12;Øivind Sagabråten;1945;M;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;13;Mona Syversbråten;1967;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;14;Vidar Erik Berg;1953;M;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;15;Susanne Maraz Roteigen;1980;K;N;J
0618;Hemsedal;A;Det norske Arbeiderparti;16;Einar Ellseth;1959;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;1;Tronn Inge Tuv;1970;M;J;J
0618;Hemsedal;FRP;Fremskrittspartiet;2;Tor Grøthe;1968;M;J;J
0618;Hemsedal;FRP;Fremskrittspartiet;3;Marianne Kjernaas;1973;K;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;4;Jan Roger Wølneberg;1965;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;5;Marianne Byman Grøthe;1967;K;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;6;Bernt Müller;1946;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;7;Per-Erik Sæther;1967;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;8;Malin Seline Strandberg;1992;K;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;9;Øyvind Thorset;1975;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;10;Morten Gulbrandsen;1960;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;11;Tove Børresen;1962;K;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;12;Knut Sem Larsen;1944;M;N;J
0618;Hemsedal;FRP;Fremskrittspartiet;13;Jarle Strandberg;1967;M;N;J
0618;Hemsedal;H;Høyre;1;Odd Holde;1949;M;J;J
0618;Hemsedal;H;Høyre;2;Marte Steimler Thorset;1982;K;N;J
0618;Hemsedal;H;Høyre;3;Jan Egil Halbjørhus;1974;M;N;J
0618;Hemsedal;H;Høyre;4;Iren Halbjørhus;1978;K;N;J
0618;Hemsedal;H;Høyre;5;Øystein W Embretsen;1976;M;N;J
0618;Hemsedal;H;Høyre;6;Camilla Cecilie Underland;1976;K;N;J
0618;Hemsedal;H;Høyre;7;Tore Flaget;1966;M;N;J
0618;Hemsedal;H;Høyre;8;Inger Marit Storejordet Folland;1971;K;N;J
0618;Hemsedal;H;Høyre;9;Richard Taraldsen;1983;M;N;J
0618;Hemsedal;H;Høyre;10;Hanne Berit Morud;1982;K;N;J
0618;Hemsedal;H;Høyre;11;Daniel Markegård;1981;M;N;J
0618;Hemsedal;H;Høyre;12;Cathrine Siljebøl;1974;K;N;J
0618;Hemsedal;H;Høyre;13;Geir Møllerplass;1986;M;N;J
0618;Hemsedal;H;Høyre;14;Jessica Maria Ekman;1969;K;N;J
0618;Hemsedal;H;Høyre;15;Christer Carlsen;1971;M;N;J
0618;Hemsedal;H;Høyre;16;Matilda Edvinsson;1973;K;N;J
0618;Hemsedal;H;Høyre;17;Stian Møllerplass;1977;M;N;J
0618;Hemsedal;H;Høyre;18;Marian Aina Melkevik;1967;K;N;J
0618;Hemsedal;H;Høyre;19;Andreas Smith-Erichsen;1964;M;N;J
0618;Hemsedal;H;Høyre;20;Gro Kvinlog Genlid;1976;K;N;J
0618;Hemsedal;H;Høyre;21;Runar O. Sletten Bjøberg;1965;M;N;J
0618;Hemsedal;H;Høyre;22;Gerd Holsen;1938;K;N;J
0618;Hemsedal;H;Høyre;23;Knut Flaget;1964;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;1;Olav Støyten;1963;M;J;J
0618;Hemsedal;KRF;Kristelig Folkeparti;2;Hilde Birgitte S. Haug;1977;K;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;3;Håvard Venås;1963;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;4;Tone Mediaa Lenning;1979;K;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;5;Tarjei Alvestad;1982;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;6;Margun Høydal Mythe;1962;K;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;7;Ingar Nergård;1962;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;8;Marianne Mythe Røren;1977;K;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;9;Ole Juven;1935;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;10;Haldis Løken;1943;K;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;11;Jon Thorset;1942;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;12;Jan-Fredrik Raastad;1934;M;N;J
0618;Hemsedal;KRF;Kristelig Folkeparti;13;Einar Thorset;1950;M;N;J
0618;Hemsedal;SP;Senterpartiet;1;Oddvar Grøthe;1952;M;J;J
0618;Hemsedal;SP;Senterpartiet;2;Tove Eggen Lien;1958;K;J;J
0618;Hemsedal;SP;Senterpartiet;3;Pål Terje Rørby;1971;M;N;J
0618;Hemsedal;SP;Senterpartiet;4;Marianne Viljugrein;1968;K;N;J
0618;Hemsedal;SP;Senterpartiet;5;Anita Bækken;1968;K;N;J
0618;Hemsedal;SP;Senterpartiet;6;Torstein Tuv;1984;M;N;J
0618;Hemsedal;SP;Senterpartiet;7;Ove Yrstad Vøllo;1985;M;N;J
0618;Hemsedal;SP;Senterpartiet;8;Ingebjørg Kristiansen;1954;K;N;J
0618;Hemsedal;SP;Senterpartiet;9;Knut H. Ulsaker;1948;M;N;J
0618;Hemsedal;SP;Senterpartiet;10;Torgunn Grøndalen Huso;1967;K;N;J
0618;Hemsedal;SP;Senterpartiet;11;Petter Brennhovd;1976;M;N;J
0618;Hemsedal;SP;Senterpartiet;12;Kristin Mythe Eitrheim;1982;K;N;J
0618;Hemsedal;SP;Senterpartiet;13;Hans Gunvald Engebretsgård;1974;M;N;J
0618;Hemsedal;SP;Senterpartiet;14;Anders Olav Vøllo;1956;M;N;J
0618;Hemsedal;SP;Senterpartiet;15;Ingrid Jordheim Brenna;1956;K;N;J
0618;Hemsedal;SP;Senterpartiet;16;Ole Magne Embre;1959;M;N;J
0618;Hemsedal;SP;Senterpartiet;17;Nina Oleanne Ulsaker;1963;K;N;J
0618;Hemsedal;SP;Senterpartiet;18;Endre Thorset;1977;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;1;Martin Lindal;1950;M;J;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;2;Elin Tangen;1978;K;J;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;3;Kjell Snerte;1938;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;4;Petter Jacobsen;1970;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;5;Kirsten Lund;1953;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;6;Sønnev Skrede;1966;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;7;Frank Willy Jonsrud;1953;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;8;Tori Johanna Snerte;1971;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;9;Geir Hagen;1967;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;10;Mette Maseng;1972;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;11;Ellen Marie Larsen;1979;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;12;Ida Siem;1982;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;13;Sylfest Laingen;1949;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;14;Heidi Grøthe;1976;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;15;Bjørg Røynås;1952;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;16;Andreas Colbro;1973;M;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;17;Siw Christine Gulbrandsen;1974;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;18;Katja Veronica Glännefors;1988;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;19;Anette Elvestad Storeide;1971;K;N;J
0618;Hemsedal;SV;Sosialistisk Venstreparti;20;Siri Thorson;1988;K;N;J
0619;Ål;A;Det norske Arbeiderparti;1;Klaus Harald Varlid;1951;M;J;J
0619;Ål;A;Det norske Arbeiderparti;2;Lise Løvdokken Stolen;1970;K;J;J
0619;Ål;A;Det norske Arbeiderparti;3;Audun Vestenfor;1976;M;N;J
0619;Ål;A;Det norske Arbeiderparti;4;Solveig Vestenfor;1973;K;N;J
0619;Ål;A;Det norske Arbeiderparti;5;Yngve Bøygard;1992;M;N;J
0619;Ål;A;Det norske Arbeiderparti;6;Marie L. Cappelen Skråmestø;1965;K;N;J
0619;Ål;A;Det norske Arbeiderparti;7;Bjørn Trengereid Olsen;1986;M;N;J
0619;Ål;A;Det norske Arbeiderparti;8;Mona Lysne;1960;K;N;J
0619;Ål;A;Det norske Arbeiderparti;9;Thore Berg;1933;M;N;J
0619;Ål;A;Det norske Arbeiderparti;10;Ragna Maria Carlbom;1971;K;N;J
0619;Ål;A;Det norske Arbeiderparti;11;Raymond Hofstad;1985;M;N;J
0619;Ål;A;Det norske Arbeiderparti;12;Sigrun Stølen Solheim;1937;K;N;J
0619;Ål;A;Det norske Arbeiderparti;13;Nils-Inge Rødningen Øyre;1985;M;N;J
0619;Ål;A;Det norske Arbeiderparti;14;Elin E. Storvik Hjelmsø;1979;K;N;J
0619;Ål;A;Det norske Arbeiderparti;15;Jan Egil Grue;1970;M;N;J
0619;Ål;A;Det norske Arbeiderparti;16;Anna Lyseth;1956;K;N;J
0619;Ål;A;Det norske Arbeiderparti;17;Karl Fredrik Sjølie;1986;M;N;J
0619;Ål;A;Det norske Arbeiderparti;18;Finn Arne Sundbrei;1975;M;N;J
0619;Ål;A;Det norske Arbeiderparti;19;Anita Borlaug;1965;K;N;J
0619;Ål;A;Det norske Arbeiderparti;20;Olaf B. Buseth;1965;M;N;J
0619;Ål;A;Det norske Arbeiderparti;21;Kjellaug Trengereid Olsen;1953;K;N;J
0619;Ål;FRP;Fremskrittspartiet;1;Ida Marie Holen;1958;K;J;J
0619;Ål;FRP;Fremskrittspartiet;2;Heidi Kristiansen;1961;K;J;J
0619;Ål;FRP;Fremskrittspartiet;3;Gunnleiv Helling;1973;M;N;J
0619;Ål;FRP;Fremskrittspartiet;4;Liv Torun Torpe;1970;K;N;J
0619;Ål;FRP;Fremskrittspartiet;5;Johan Helland;1974;M;N;J
0619;Ål;FRP;Fremskrittspartiet;6;Einar Lauvvang;1949;M;N;J
0619;Ål;FRP;Fremskrittspartiet;7;Per Høibjerg;1953;M;N;J
0619;Ål;FRP;Fremskrittspartiet;8;Knut-Willy Meland;1953;M;N;J
0619;Ål;FRP;Fremskrittspartiet;9;Ingvar Ødegård;1947;M;N;J
0619;Ål;H;Høyre;1;Torhild M. Helling Bergaplass;1957;K;J;J
0619;Ål;H;Høyre;2;Åge Ødelien;1947;M;N;J
0619;Ål;H;Høyre;3;Torill Kolbjørnsen Stabæk;1973;K;N;J
0619;Ål;H;Høyre;4;Torgeir Slåtto;1947;M;N;J
0619;Ål;H;Høyre;5;Sigrun Jorde;1975;K;N;J
0619;Ål;H;Høyre;6;Hallgrim Sataslåtten;1951;M;N;J
0619;Ål;H;Høyre;7;Britt Inger Liahagen;1973;K;N;J
0619;Ål;H;Høyre;8;Jan Idar Dalseide;1955;M;N;J
0619;Ål;H;Høyre;9;Gudveig Fingarsen;1953;K;N;J
0619;Ål;H;Høyre;10;Knut Einar Haug;1964;M;N;J
0619;Ål;H;Høyre;11;Emily A. C. Daykin;1993;K;N;J
0619;Ål;H;Høyre;12;Vemund Gudbrandsgard;1977;M;N;J
0619;Ål;H;Høyre;13;Guri Gudbrandsgard Saue;1950;K;N;J
0619;Ål;H;Høyre;14;Per Ivar Storlien;1964;M;N;J
0619;Ål;H;Høyre;15;Iselin Haugo;1988;K;N;J
0619;Ål;H;Høyre;16;Harald Medgard;1973;M;N;J
0619;Ål;H;Høyre;17;Sverre Skrindo;1964;M;N;J
0619;Ål;H;Høyre;18;Ole Knut Lappegard;1969;M;N;J
0619;Ål;H;Høyre;19;Anne Haug Grønnerød;1966;K;N;J
